"Label","Type","Tags","Description","Data de início","Fonte da informação","Fonte da informação-URL"
"IS 137-002C","Rules","IS","Orientações relativas à instalação de DGPS em aeronaves agrícolas.","24/08/2018","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-137-002@@download/arquivo_norma/IS137-002C.pdf"
"IS 183-001D","Rules","IS","Processo de credenciamento de pessoa jurídica para aplicação do exame de proficiência linguística da ANAC.","13/11/2018","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-183-001@@download/arquivo_norma/IS183-001D.pdf"
"IS 137-001C","Rules","IS","Orientações relativas a equipamentos dispersores.","23/11/2018","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-137-001@@download/arquivo_norma/IS137-001C.pdf"
"IS 61-005B","Rules","IS","Treinamento requerido para concessão e revalidação de habilitação de tipo.","01/11/2018","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-61-005@@download/arquivo_norma/IS61-005B.pdf"
"IS 00-009B","Rules","IS","Procedimentos para realização de inspeção de rampa em operadores aéreos no território brasileiro.","14/01/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-00-009@@download/arquivo_norma/ IS00-009B.pdf"
"IS 175-006D","Rules","IS","Manual de Artigos Perigosos – MAP.","29/03/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-006@@download/arquivo_norma/IS175-006D.pdf"
"IS 175-011B","Rules","IS","Declaração do expedidor para artigos perigosos.","29/03/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-011@@download/arquivo_norma/IS175-011B.pdf"
"IS 175-001H","Rules","IS","Transporte de artigos perigosos em aeronaves civis.","17/03/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-001@@download/arquivo_norma/IS175-001H.pdf"
"IS 175-010C","Rules","IS","Guia de resposta a emergências para incidentes aeronáuticos envolvendo artigos perigosos.","17/03/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-010@@download/arquivo_norma/IS175-010C.pdf"
"IS 175-002F","Rules","IS","Curso de artigos perigosos para pessoal envolvido com transporte aéreo.","08/02/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-002@@download/arquivo_norma/IS175-002F.pdf"
"IS 43-012B","Rules","IS","Manutenção preventiva por pilotos.","05/04/2018","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-43-012@@download/arquivo_norma/IS43-012B.pdf"
"IS 107-001D","Rules","IS","Segurança da aviação contra atos de interferência ilícita - operador de aeródromo.","18/04/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-107-001@@download/arquivo_norma/IS107-001D.pdf"
"IS 108-001D","Rules","IS","Segurança da aviação contra atos de interferência ilícita – operador aéreo.","12/02/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-108-001@@download/arquivo_norma/IS108-001D.pdf"
"IS 21-008B","Rules","IS","Aprovação de aeronavegabilidade para exportação.","12/04/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-21-008@@download/arquivo_norma/IS21-008B.pdf"
"IS 91-007B","Rules","IS","Processo de autorização de empresas de serviço aéreo público.","26/04/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-91-007@@download/arquivo_norma/IS91-007B.pdf"
"IS 145-001E","Rules","IS","Certificação de organizações de manutenção domésticas.","15/06/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-001@@download/arquivo_norma/IS145-001E.pdf"
"IS 153.37-001A","Rules","IS","Programa de Treinamento Recorrente para Bombeiros de Aeródromo – PTR-BA.","15/05/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-37-001@@download/arquivo_norma/IS153.37-001A.pdf"
"IS 153.403-001A","Rules","IS","CAT – Categoria Contraincêndio de Aeródromo.","15/05/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-403-001@@download/arquivo_norma/IS153.403-001A.pdf"
"IS 153.405-001A","Rules","IS","Agentes extintores.","15/05/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-405-001@@download/arquivo_norma/IS153.405-001A.pdf"
"IS 153.421-001A","Rules","IS","Equipamentos de Proteção.","15/05/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-421-001@@download/arquivo_norma/IS153.421-001A.pdf"
"IS 153.407-001A","Rules","IS","CCI e demais veículos do SESCINC.","15/05/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-407-001@@download/arquivo_norma/IS153.407-001A.pdf"
"IS 153.409-001A","Rules","IS","Tempo-resposta.","15/05/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-409-001@@download/arquivo_norma/IS153.409-001A.pdf"
"IS 153.413-001A","Rules","IS","Operações Compatíveis com a CAT.","15/05/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-413-001@@download/arquivo_norma/IS153.413-001A.pdf"
"IS 153.417-001A","Rules","IS","Formação dos profissionais.","15/05/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-417-001@@download/arquivo_norma/IS153.417-001A.pdf"
"IS 153.423-001A","Rules","IS","Equipamentos de apoio às operações de resgate.","15/05/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-423-001@@download/arquivo_norma/IS153.423-001A.pdf"
"IS 153.431-001A","Rules","IS","Informações operacionais.","15/05/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-431-001@@download/arquivo_norma/IS153.431-001A.pdf"
"IS 153.425-001A","Rules","IS","Seção Contraincêndio.","15/05/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-425-001@@download/arquivo_norma/IS153.425-001A.pdf"
"IS 153.427-001A","Rules","IS","Sistemas de comunicação e alarme.","15/05/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-427-001@@download/arquivo_norma/IS153.427-001A.pdf"
"IS 153.429-001A","Rules","IS","Vias de acesso de emergência.","15/05/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-429-001@@download/arquivo_norma/IS153.429-001A.pdf"
"IS 153.433-001A","Rules","IS","Serviço Especializado de Salvamento Aquático - SESAQ.","15/05/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-433-001@@download/arquivo_norma/IS153.433-001A.pdf"
"IS 141-004A","Rules","IS","Processo de certificação de centro de instrução de aviação civil pelo RBAC nº 141.","24/05/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-141-004@@download/arquivo_norma/IS141-004.pdf"
"IS 91-005C","Rules","IS","Aprovação operacional para operação em espaço aéreo com separação vertical mínima reduzida (RVSM).","31/05/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-91-005@@download/arquivo_norma/IS91-005C.pdf"
"IS 135-002D","Rules","IS","Procedimentos para elaboração do manual geral de operações (MGO) dos operadores aéreos regidos pelo RBAC nº 135.","14/06/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-135-002@@download/arquivo_norma/IS135-002D.pdf"
"IS 142-003B","Rules","IS","Aprovação de instrutores e credenciamento de examinadores vinculados à centros de treinamento de aviação civil.","15/05/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-142-003@@download/arquivo_norma/IS142-003B.pdf"
"IS 135-001D","Rules","IS","Procedimentos para credenciamento de piloto examinador no âmbito do RBAC nº 135.","28/06/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-135-001@@download/arquivo_norma/ IS135-001D.pdf"
"IS 91-002D","Rules","IS","Uso de informação aeronáutica em formato digital - Electronic Flight Bag (EFB).","28/06/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-91-002@@download/arquivo_norma/IS91-002D.pdf"
"IS 61.15-001D","Rules","IS","Autorização para Piloto de Ensaios em Voo.","01/07/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-61-15-001@@download/arquivo_norma/IS61.15-001D - Retificada.pdf"
"IS 141-006A","Rules","IS","Guia para implementação e manutenção do sistema de garantia da qualidade em CIAC.","08/07/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-141-006@@download/arquivo_norma/ IS141-006A.pdf"
"IS 141-005A","Rules","IS","Guia para implementação e manutenção do SGSO em Centros de Instrução de Aviação Civil certificados conforme o RBAC nº 141.","08/07/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-141-005@@download/arquivo_norma/IS141-005A.pdf"
"IS 117-003B","Rules","IS","Gerenciamento de risco da fadiga – GRF.","25/10/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-117-003@@download/arquivo_norma/IS117-003B.pdf"
"IS 61-004Q","Rules","IS","Lista de habilitações averbadas pela ANAC nas licenças de pilotos.","08/03/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-61-004@@download/arquivo_norma/IS61-004Q.pdf"
"IS 43.9-004A","Rules","IS","Sistema de Documentos e Registros de Manutenção Eletrônicos - SDRMe.","08/11/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-43-9-004@@download/arquivo_norma/IS43.9-004A.pdf"
"IS 21.231-001A","Rules","IS","Certificação de Organização de Projeto.","08/11/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-21-231-001@@download/arquivo_norma/IS21.231-001A.pdf"
"IS 117-002A","Rules","IS","Nível básico do gerenciamento da fadiga – NB.","06/12/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-117-002@@download/arquivo_norma/IS117-002A.pdf"
"IS 117-004A","Rules","IS","Orientações para implementação de um SGRF para operadores que tenham um GRF aceito pela ANAC.","30/12/2019","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-117-004@@download/arquivo_norma/IS117-004A.pdf"
"IS 154-001A","Rules","IS","Auxílios visuais para pátios de aeronaves.","06/03/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-154-001@@download/arquivo_norma/Anexo IV - IS154-001A.pdf"
"IS 61-003B","Rules","IS","Processo de exame de proficiência linguística de pilotos e averbação de proficiência linguística com base em licença estrangeira em processo de convalidação.","22/05/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-61-003-1@@download/arquivo_norma/IS-61-003B.pdf"
"IS 00-010A","Rules","IS","Treinamento de Gerenciamento de Recursos de Equipes (Corporate Resource Management - CRM).","12/06/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-00-010@@download/arquivo_norma/IS00-010A.pdf"
"IS 121-007B","Rules","IS","Procedimentos para elaboração de programa de treinamento operacional de tripulantes de voo segundo o RBAC nº 121.","12/06/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-007@@download/arquivo_norma/IS-121-007B.pdf"
"IS 121-011B","Rules","IS","Procedimentos para elaboração de programa de treinamento operacional de comissários de voo segundo o RBAC nº 121.","12/06/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-011-1@@download/arquivo_norma/IS121-011B.pdf"
"IS 135-003D","Rules","IS","Procedimentos para elaboração e efetivação de programas de treinamento operacional (PrTrnOp) para operações conduzidas segundo o RBAC nº 135.","12/06/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-135-003@@download/arquivo_norma/IS135-003D.pdf"
"IS 21-021B","Rules","IS","Apresentação de Dados Requeridos para Certificação Suplementar de Tipo.","15/06/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-21-021@@download/arquivo_norma/IS21-021B.pdf"
"IS 141-007A","Rules","IS","Programas de Instruções e Procedimentos e Manual de Instruções e Procedimentos.","15/06/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-141-007@@download/arquivo_norma/IS141-007A.pdf"
"IS 145.151-001E","Rules","IS","Cadastramento de Responsável Técnico de Organização de Manutenção de Produto Aeronáutico.","15/06/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-151-001@@download/arquivo_norma/IS145.151-001E.pdf"
"IS 119-004G","Rules","IS","Processo de certificação de empresa de transporte aéreo regida pelo RBAC nº 135.","19/06/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-004@@download/arquivo_norma/IS119-004G.pdf"
"IS 00-002F","Rules","IS","Padrões para a realização de exames de proficiência de pilotos.","22/06/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-00-002@@download/arquivo_norma/IS00_002F.pdf"
"IS 00-008C","Rules","IS","Orientações e procedimentos para solicitação de licenças e habilitações e para a interação com a ANAC.","22/06/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-00-008@@download/arquivo_norma/IS00-008C.pdf"
"IS 61-001D","Rules","IS","Caderneta Individual de Voo Digital – CIV Digital.","22/06/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-61-001@@download/arquivo_norma/IS61-001D.pdf"
"IS 61-006H","Rules","IS","Procedimentos para o lançamento de endossos nos registros de voo de pilotos.","13/11/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-61-006-1@@download/arquivo_norma/IS61-006H.pdf"
"IS 91.403-001B","Rules","IS","Verificação de Aeronavegabilidade.","17/07/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-91-403-001@@download/arquivo_norma/IS91.403-001B.pdf"
"IS 43.9-001B","Rules","IS","Instruções para Preenchimento do Formulário F-400-04 (SEGVOO 001).","27/07/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-43-9-001@@download/arquivo_norma/IS43.9-001B.pdf"
"IS 175-000B","Rules","IS","Processo de certificação para o transporte de artigos perigosos.","15/03/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-000@@download/arquivo_norma/175-000B.pdf"
"IS 21.181-001E","Rules","IS","Validade de Certificados de Aeronavegabilidade - CA.","07/08/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-21-181-001@@download/arquivo_norma/IS21.181-001E.pdf"
"IS 21-006C","Rules","IS","Produção sob o RBAC 21 subpartes F, G, K e O.","07/08/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-21-006-1@@download/arquivo_norma/IS21-006C.pdf"
"IS 153.203-001A","Rules","IS","Avaliação da condição funcional do pavimento.","18/09/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-203-001@@download/arquivo_norma/IS153.203-001A.pdf"
"IS 175-004D","Rules","IS","Orientações quanto aos procedimentos para a expedição e transporte de substâncias biológicas e infectantes em aeronaves civis.","17/03/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-004@@download/arquivo_norma/IS175-004D.pdf"
"IS 21-019A","Rules","IS","Substituição de Tecidos, Espumas e Tapetes em Interiores de Aeronaves","01/10/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-21-019@@download/arquivo_norma/IS 21-019A.pdf"
"IS 145-009C","Rules","IS","Manual da Organização de Manutenção, Manual de Controle da Qualidade e Declaração de Conformidade.","05/10/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-009@@download/arquivo_norma/IS 145-009C.pdf"
"IS 43.13-004C","Rules","IS","Procedimentos para Reparo de Aeronaves Avariadas em Acidente/Incidente Aeronáutico ou Ocorrência de Solo com Avarias Estruturais de Grande Monta.","16/10/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-43-13-004@@download/arquivo_norma/IS43.13-004C.pdf"
"IS 21-005A","Rules","IS","Informações sobre aprovação de artigos aeronáuticos para aplicação em aeronaves, motores e hélices","19/10/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-21-005@@download/arquivo_norma/IS21-005A.pdf"
"IS 00-011A","Rules","IS","Diretrizes Interpretativas aplicáveis às normas de âmbito da Superintendência de Pessoal da Aviação Civil.","05/11/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-00-011@@download/arquivo_norma/IS00-011A.pdf"
"IS 91-009A","Rules","IS","Procedimentos para autorização de operadores aéreos para uso de dados de desempenho específicos para pistas com pavimento antiderrapante.","27/11/2020","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-91-009@@download/arquivo_norma/IS91-009A.pdf"
"IS 21-018A","Rules","IS","Quality System Requirements for Corporative Distributor of COP Holder.","31/12/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-21-018@@download/arquivo_norma/IS21-018A.pdf"
"IS 154-201-001A","Rules","IS","Projeto de ranhuras transversais (grooving) em pavimentos aeroportuários.","19/02/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-154-201-001@@download/arquivo_norma/IS154.201-001A.pdf"
"IS 175-012A","Rules","IS","Aprovação de projeto de embalagem para transporte aéreo de artigos perigosos e aprovação de produção.","25/03/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-012@@download/arquivo_norma/IS 175-012A - Retificado.pdf"
"IS 153.505-001A","Rules","IS","Identificação dos perigos, monitoramento e implementação de técnicas de manejo de fauna.","29/03/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-505-001@@download/arquivo_norma/IS153.505-001A.pdf"
"IS 153.501-001A","Rules","IS","Procedimentos básicos de gerenciamento do risco da fauna.","29/03/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-501-001@@download/arquivo_norma/IS153.501-001A.pdf"
"IS 153.503-00A","Rules","IS","Análise do risco de colisão entre aeronaves e fauna.","29/03/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-503-001@@download/arquivo_norma/IS153.503-001A.pdf"
"IS 175-005D","Rules","IS","Orientações para os procedimentos de Notificação de Ocorrências com Artigos Perigosos (NOAP) e de Notificação de Condições Latentes com Artigos Perigosos (NOCLAP).","29/03/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-005@@download/arquivo_norma/IS175-005D.pdf"
"IS 119-007A","Rules","IS","Concentradores de oxigênio portáteis.","23/04/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-007@@download/arquivo_norma/IS119-007A.pdf"
"IS 21-004E","Rules","IS","Aprovação de Grandes Modificações e Grandes Alterações em aeronaves com marcas brasileiras, ou que venham a ter marcas brasileiras.","15/01/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-21-004@@download/arquivo_norma/IS21-004E.pdf"
"IS 119-001J","Rules","IS","Processo de certificação de empresa de transporte aéreo regida pelo RBAC nº 121.","20/04/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-001@@download/arquivo_norma/IS119-001J.pdf"
"IS 91.319-001A","Rules","IS","Sobrevoo de área densamente povoada por aeronave experimental.","11/06/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-91-319-001@@download/arquivo_norma/IS91.319-001A.pdf"
"IS 154-002A","Rules","IS","Características físicas de aeródromos.","25/06/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-154-002@@download/arquivo_norma/IS154-002A.pdf"
"IS 00-008D","Rules","IS","Orientações e procedimentos para solicitação de licenças e habilitações e para a interação com a ANAC.","25/06/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-00-008-1@@download/arquivo_norma/IS00-008D.pdf"
"IS 119-006B","Rules","IS","Operação de aeronaves sob contratos de intercâmbio.","25/06/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-006-1@@download/arquivo_norma/IS119-006B.pdf"
"IS 00-009C","Rules","IS","Orientações aos operadores aéreos nacionais para inspeção de rampa no território brasileiro.","02/07/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-00-009-1@@download/arquivo_norma/IS00-009C.pdf"
"IS 65-001D","Rules","IS","Procedimentos para concessão de licença e de habilitação e para recadastramento de mecânicos de manutenção aeronáutica.","02/07/2021","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-65-001-1@@download/arquivo_norma/IS65-001D.pdf"
"IAC 201","Rules","IAC","Fiscalização e controle da contribuição devida ao fundo aeroviário. ","07/02/1997","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-201@@download/arquivo_norma/IAC0201.pdf"
"IAC 119-1003","Rules","IAC","Certificado de homologação de operador aéreo e especificações operativas. ","08/08/2003","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-119-1003@@download/arquivo_norma/IAC119_1003.pdf"
"IAC 119-1005","Rules","IAC","Programa de acompanhamento e análise de dados de vôo (PAADV). ","20/12/2004","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-119-1005@@download/arquivo_norma/IAC119_1005.pdf"
"IAC 121-1001","Rules","IAC","Padrões mínimos para estações de linha de empresas aéreas homologadas segundo o RBHA 121. ","18/07/2003","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-121-1001@@download/arquivo_norma/IAC121_1001.pdf"
"IAC 121-1003","Rules","IAC","Demonstrações de evacuação de emergência e aterrisagem conforme a seção 121.291 do RBHA 121. ","08/08/2003","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-121-1003@@download/arquivo_norma/IAC121_1003.pdf"
"IAC 121-1004","Rules","IAC","Recomendações para a elaboração do sistema de manuais de operações - empresas de transporte aéreo regidas pelo RBHA 121 (Alterada pela Resolução Nº 94, de 11/05/2009).","08/08/2003","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-121-1004@@download/arquivo_norma/IAC121_1004.pdf"
"IAC 121-1006","Rules","IAC","Aprovação e padronização do treinamento e qualificação de tripulação de aviões B767 e B757 ","20/09/2004","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-121-1006@@download/arquivo_norma/IAC121_1006.pdf"
"IAC 121-1008","Rules","IAC","Aprovação e padronização do treinamento e qualificação de tripulação de aviões ATR-42 e ATR-72. ","21/06/2005","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-121-1008@@download/arquivo_norma/IAC121_1008.pdf"
"IAC 121-1009","Rules","IAC","Tripulação de aeronaves categoria trasporte, treinamento e qualificação","27/06/2005","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-121-1009@@download/arquivo_norma/IAC121_1009.pdf"
"IAC 121-1011","Rules","IAC","Procedimentos para Ajuste de Tração (Potência) para Decolagem. Aviões Categoria Transporte","27/06/2005","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-121-1011@@download/arquivo_norma/IAC121_1011.pdf"
"IAC 121-1013","Rules","IAC","Procedimentos e requisitos técnico-operacionais complementares para operação no aeroporto de Congonhas.","01/04/2008","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-121-1013@@download/arquivo_norma/IAC121-1013.pdf"
"IAC 160-1001","Rules","IAC","Peso máximo de decolagem padronizado das aeronaves do transporte aéreo regular e não regular (grupo 1) Última atualização (EMD 04 - 12/2005).","16/04/2003","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-160-1001@@download/arquivo_norma/IAC160_1001A.pdf"
"IAC 180-1002A","Rules","IAC","Cessão de equipamentos aeronáuticos Última atualização (EMD 03 - 05/2006). ","27/06/2005","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-180-1002a@@download/arquivo_norma/IAC180_1002A.pdf"
"IAC 180-1003","Rules","IAC","Identificação de propriedade de material aeronáutico da ANAC. ","17/08/2004","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-180-1003@@download/arquivo_norma/IAC180_1003.pdf"
"IAC 187-1001","Rules","IAC","Cobrança de serviços prestados pelo Departamento de Aviação Civil e organizações subordinadas. ","21/03/2005","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-187-1001@@download/arquivo_norma/IAC187_1001.pdf"
